天海 良治,NTT,2001-08-22
田中 秀和,豊橋技科大,2001-08-22
梅村 恭司,豊橋技科大,2001-08-22
寺田 実,東大,2001-08-22
岩崎 英哉,電通大,2001-08-22
横尾 徳保,九工大,2001-08-22
小出 洋,九工大,2001-08-22
重松 保弘,九工大,2001-08-22
原田 康徳,NTT/JST,2001-08-22
小出 洋,九工大,2001-08-22
松永 均,北陸経済研,2001-08-22
疋田 敏朗,東大,2001-08-22
副田 俊介,東大,2001-08-22
横山 大作,東大,2001-08-22
鶴岡 慶雅,東大,2001-08-22
丸山 孝志,東大,2001-08-22
近山 隆,東大,2001-08-22
松永 均,北陸経済研,2001-08-22
木村 健一,はこだて未来大,2001-08-22
美馬 義亮,はこだて未来大,2001-08-22
柳 英克,はこだて未来大,2001-08-22
松崎 公紀,東大,2001-08-22
岩崎 英哉,電通大,2001-08-22
寺田 実,東大,2001-08-22
首藤 一幸,産総研,2001-08-22
福地 健太郎,東工大,2001-08-22
竹内 郁雄,電通大,2001-08-22
天海 良治,NTT,2001-08-22
山崎 憲一,NTT Docomo,2001-08-22
吉田 雅治,NTT-IT,2001-08-22
梅村 恭司,豊橋技科大,2001-08-22
田中 哲朗,,2001-08-22
首藤 一幸,産総研,2001-08-22
大澤 範高,NIME,2001-08-22
浅井 紀久夫,NIME,2001-08-22
杉本 裕二,NIME,2001-08-22
斎藤 史彦,ソリッドレイ研究所,2001-08-22
長 慎也,早大,2001-08-22
河野 真治,琉球大,2001-08-22
萩谷 昌己,JST CREST & 東京大学大学院情報理工学研究科,2002-09-18
西川 明男,JST CREST & 大阪電気通信大学短期大学部,2002-09-18
佐藤 進也,NTT 未来ねっと研究所,2002-09-18
竹内 郁雄,電気通信大学,2002-09-18
伊知地 宏,ラムダ数学教育研究所,2002-09-18
鈴木 貢,電気通信大学情報工学科,2002-09-18
南 宣正,電気通信大学情報工学科,2002-09-18
南 宣正,富士フィルムソフトウェア,2002-09-18
前田 洋一,電気通信大学情報工学科 現在日立製作所,2002-09-18
河野 健二,電気通信大学情報工学科,2002-09-18
楯岡 孝道,電気通信大学情報工学科,2002-09-18
阿部 公輝,電気通信大学情報工学科,2002-09-18
渡邊 坦,電気通信大学情報工学科,2002-09-18
寺田 実,電気通信大学情報通信工学科,2002-09-18
林 芳樹,東京大学大学院情報理工学系研究科知能機械情報学専攻,2002-09-18
寺田 実,電気通信大学情報通信工学科,2002-09-18
美馬 義亮,公立はこだて未来大学システム情報科学部情報アーキテクチャ学科,2002-09-18
木村 健一,公立はこだて未来大学システム情報科学部情報アーキテクチャ学科,2002-09-18
柳 英克,公立はこだて未来大学システム情報科学部情報アーキテクチャ学科,2002-09-18
増井 俊之,ソニーコンピュータサイエンス研究所,2002-09-18
多田 好克,電気通信大学大学院情報システム学研究科,2002-09-18
鈴木 信吾,電気通信大学情報工学専攻,2002-09-18
天海 良治,NTT未来ねっと研究所,2002-09-18
釘本 健司,NTT未来ねっと研究所,2002-09-18
清水 奨,NTT未来ねっと研究所,2002-09-18
小出 洋,九州工業大学大学院工学研究科,2002-09-18
谷口 慶介,九州工業大学大学院工学研究科,2002-09-18
和泉 憲明,産業技術総合研究所サイバーアシスト研究センター,2002-09-18
橋本 政朋,産業技術総合研究所サイバーアシスト研究センター,2002-09-18
橋本 政朋,さきがけ研究２１,2002-09-18
中島 秀之,産業技術総合研究所サイバーアシスト研究センター,2002-09-18
中島 秀之,北陸先端大学院大学,2002-09-18
上田 和紀,早稲田大学理工学部情報学科,2002-09-18
加藤 紀夫,早稲田大学理工学部情報学科,2002-09-18
原田 康徳,NTT コミュニケーション科学基礎研究所,2002-09-18
高橋 一男,,2002-09-18
細川 宣秀,名工大,2003-08-20
砂原 秀樹,奈良先端大,2003-08-20
佐藤 雅明,慶応大学,2003-08-20
和泉 順子,奈良先端大,2003-08-20
植原 啓介,慶応大学,2003-08-20
村井 純,慶応大学,2003-08-20
美馬 秀樹,東京大学,2003-08-20
尹 泰聖,（株）オープンナレッジ,2003-08-20
寺尾 健一郎,豊橋技術科学大学,2003-08-20
中瀬 健太,豊橋技術科学大学,2003-08-20
梅村恭司,豊橋技術科学大学,2003-08-20
鶴岡 慶雅,科学技術振興事業団,2003-08-20
斎藤 太郎,東京大学,2003-08-20
湯浦 克彦,日立,2003-08-20
岸田 正博,住友電工,2003-08-20
山本 英子,通信研究所,2003-08-20
武並 佳則,住友電工,2003-08-20
武田 善行,豊橋技術科学大学,2003-08-20
梅村 恭司,豊橋技術科学大学,2003-08-20
金子 知適,東京大学,2003-08-20
田中 哲郎,東京大学,2003-08-20
伊知地 宏,ラムダ数学研究所,2003-08-20
木村 通男,浜松医科大学,2003-08-20
近山 隆,東京大学,2003-08-20
柳内 啓司,東京大学,2003-08-20
三輪 誠,東京大学,2003-08-20
岡野原 大輔,東京大学,2003-08-20
山本 英子,通信研究所,2003-08-20
梅村 恭司,豊橋技術科学大学,2003-08-20
真田 亜希子,富士通,2003-08-20
近山 隆,東京大学,2004-08-22
金子 達也,長野高専,2004-08-22
高橋 俊成,東芝,2004-08-22
多田 好克,電気通信大学,2004-08-22
伊知地 宏,ラムダ数学教育研究所,2004-08-22
山口 陽平,名古屋工業大学,2004-08-22
西岡 真吾,東京大学,2004-08-22
冨永 和人,東京工科大学,2004-08-22
石畑 清,明治大学,2004-08-22
Petr Vyskocil,東京農工大学,2004-08-22
服部 隆志,慶應義塾大学,2004-08-22
寺田 実,電気通信大学,2004-08-22
酒井 香代子,,2004-08-22
大駒 誠一,東北公益文科大学,2004-08-22
上田 和紀,早稲田大学,2004-08-22
和田 英一,IIJ技術研究所,2004-08-22
紀 信邦,ケイエルエス研究所,2004-08-22
藤波 順久,ソニー・コンピュータエンタテインメント,2004-08-22
鈴木 貢,電気通信大学,2004-08-22
山之上 卓,鹿児島大学,2004-08-22
和田 勉,長野大学,2005-09-20
近山 隆,東京大学,2005-09-20
竹内 郁雄,東京大学,2005-09-20
湯浦 克彦,日立製作所,2005-09-20
紀 信邦,（株）ケイエルエス研究所,2005-09-20
横山 大作,東京大学,2005-09-20
小出 洋,九州工業大学,2005-09-20
島田 静雄,愛知学院大学,2005-09-20
湯浦 克彦,日立製作所,2005-09-20
藤波 順久,（株）ソニー・コンピュータエンタテインメント,2005-09-20
三輪 誠,東京大学,2005-09-20
並木 美太郎,東京農工大学,2005-09-20
寺田 実,電気通信大学,2005-09-20
丸山 一貴,電気通信大学,2005-09-20
多田 好克,電気通信大学,2005-09-20
西岡 真吾,国立情報学研究所,2005-09-20
並木 美太郎,東京農工大学,2005-09-20
松永 均,北陸経済研究所,2005-09-20
辰己 丈夫,東京農工大学,2005-09-20
和田 勉,長野大学,2005-09-20
伊知地 宏,ラムダ数学教育研究所,2005-09-20
大日向 大地,電気通信大学,2005-09-20
山口 文彦,東京理科大学,2005-09-20
伊知地 宏,ラムダ数学教育研究所,2005-09-20
小出 洋,九州工業大学,2005-09-20
清木 昌,,2005-09-20
阿部 正佳,東京大学,2005-09-20
岡野原 大輔,東京大学,2005-09-20
竹田 尚彦,愛知教育大学,2005-09-20
西尾 泰和,奈良先端科学技術大学院大学,2005-09-20
大岩 元,慶應義塾大学,2005-09-20
和田 勉,長野大学,2005-09-20
筧 捷彦,早大,2006-09-02
安田 絹子,フィックスターズ,2006-09-02
山之上 卓,鹿児島大,2006-09-02
筒井 保博,鹿児島大,2006-09-02
筒井 隆夫,鹿児島大,2006-09-02
横山 大作,東大,2006-09-02
服部 隆志,慶大,2006-09-02
永井 秀利,九工大,2006-09-02
西尾 泰和,東大,2006-09-02
丸山 一貴,電通大,2006-09-02
武井 英人,電通大,2006-09-02
寺田 実,電通大,2006-09-02
繁富 利恵,産総研,2006-09-02
小田 謙太郎,九工大,2006-09-02
石野 明,九大,2006-09-02
小林 隼人,九大,2006-09-02
小出 洋,九工大,2006-09-02
瀬古 俊一,慶大,2006-09-02
山岸 真弓,慶大,2006-09-02
服部 隆志,慶大,2006-09-02
萩野 達也,慶大,2006-09-02
増井 俊之,産総研,2006-09-02
田中 二郎,日本橋学館大,2006-09-02
上野 和風,NTT,2006-09-02
柏村 俊太朗,電通大,2006-09-02
寺田 実,電通大,2006-09-02
和田 英一,IIJ,2006-09-02
三輪 誠,東大,2006-09-02
西岡 真吾,NII,2006-09-02
河村 知行,曽呂利,2006-09-02
筧 一彦,東大,2006-09-02
長 慎也,一橋大,2006-09-02
兼宗 進,一橋大,2006-09-02
安村 通晃,慶大,2006-09-02
筧 捷彦,早大,2006-09-02
角田 博保,電通大,2007-08-08
萩谷 昌己,東大,2007-08-08
和田 英一,IIJ,2007-08-08
並木 美太郎,農工大,2007-08-08
河村 知行,曽呂利,2007-08-08
伊知地 宏,ラムダ数学教育研究所,2007-08-08
角田 博保,電通大,2007-08-08
清木 昌,任天堂,2007-08-08
尾上 能之,東大,2007-08-08
近山 隆,東大,2007-08-08
丸山 一貴,電通大,2007-08-08
西岡 真吾,NII,2007-08-08
服部 隆志,慶大,2007-08-08
山口 文彦,理科大,2007-08-08
浜地 慎一郎,Google,2007-08-08
三廻部 大,IBM,2007-08-08
坪田 幸司,テプコシステムズ,2007-08-08
上里 友弥,洛南高校,2007-08-08
寺田 実,電通大,2007-08-08
藤波 順久,SCE,2007-08-08
田中 二郎,日本橋学館大,2007-08-08
前田 敦司,筑波大,2007-08-08
並木 美太郎,農工大,2007-08-08
大駒 誠一,,2007-08-08
竹内 郁夫,東大,2007-08-08
酒徳 峰章,ウノウ,2007-08-08
馬場 祐人,早大,2007-08-08
西尾 泰和,,2008-09-06
三廻部 大,,2008-09-06
和田 英一,,2008-09-06
筧 一彦,,2008-09-06
粕川 正充,,2008-09-06
伊知地 宏,,2008-09-06
岡田 健,,2008-09-06
副田 俊介,,2008-09-06
小町 守,,2008-09-06
森 信介,,2008-09-06
徳永 拓之,,2008-09-06
西岡 真吾,,2008-09-06
見上 英里,,2008-09-06
来住 伸子,,2008-09-06
小川 貴英,,2008-09-06
服部 隆志,,2008-09-06
角田 博保,,2008-09-06
久保 裕也,,2008-09-06
大岩 寛,,2008-09-06
繁富 利恵,,2008-09-06
斉藤 賢爾,,2008-09-06
横山 大作,東京大学,2009-08-31
早川 栄一,拓殖大学,2009-08-31
奥村 祐気,電気通信大学,2009-08-31
佐藤 喬,電気通信大学,2009-08-31
多田 好克,電気通信大学,2009-08-31
竹内 郁雄,東京大学,2009-08-31
下羅 弘樹,産業技術総合研究所,2009-08-31
野田 五十樹,産業技術総合研究所,2009-08-31
西尾 泰和,サイボウズ・ラボ株式会社,2009-08-31
粕川 正充,お茶の水女子大学,2009-08-31
渡邉 朋子,お茶の水女子大学,2009-08-31
原田 康徳,NTT,2009-08-31
大塚 めぐみ,お茶の水女子大学,2009-08-31
粕川 正充,お茶の水女子大学,2009-08-31
和田 英一,IIJ,2009-08-31
前田 敦司,筑波大学,2009-08-31
平石 拓,京都大学,2009-08-31
安部 達也,京都大学,2009-08-31
三宅 洋平,京都大学,2009-08-31
岩下 武史,京都大学,2009-08-31
中島 浩,京都大学,2009-08-31
近藤 秀樹,九州工業大学,2009-08-31
刈川 陽平,九州工業大学,2009-08-31
小出 洋,九州工業大学,2009-08-31
副田 俊介,産業技術総合研究所,2009-08-31
山下 倫央,産業技術総合研究所,2009-08-31
野田 五十樹,産業技術総合研究所,2009-08-31
前野 年紀,東京工業大学,2009-08-31
鈴木 常彦,中京大学,2009-08-31
熊谷 摩美子,豊橋技術科学大学,2009-08-31
梅村 恭司,豊橋技術科学大学,2009-08-31
増井 俊之,慶應義塾大学,2009-08-31
水島 宏太,筑波大学,2009-08-31
馬谷 誠二,京都大学,2009-08-31
八杉 昌宏,京都大学,2009-08-31
湯淺 太一,京都大学,2009-08-31
田中 哲,産業技術総合研究所,2009-08-31
藤波 順久,ソニー・コンピュータエンタテインメント,2009-08-31
並木 美太郎,東京農工大学,2009-08-31
兼宗 進,大阪電気通信大学,2009-08-31
久野 靖,筑波大学,2009-08-31
早川 栄一,拓殖大学,2009-08-31
宮下 芳明,明治大学,2010-09-01
山口 文彦,東京理科大学,2010-09-01
榎本 進,東京理科大学,2010-09-01
丸山 一貴,東京大学,2010-09-01
井桁 正人,電気通信大学,2010-09-01
寺田 実,電気通信大学,2010-09-01
大座畑 重光,マッキンテリジェンス（株）,2010-09-01
伊集院 八郎,近大産業理工,2010-09-01
吉川 祐輔,明治大学,2010-09-01
宮下 芳明,明治大学,2010-09-01
島田 静雄,中日本建設コンサルタント,2010-09-01
中山 心太,日本電信電話株式会社 情報流通プラットフォーム研究所,2010-09-01
横山 大作,東京大学,2010-09-01
城 歩,近大産業理工,2010-09-01
伊集院 八郎,近大産業理工,2010-09-01
三輪 誠,東京大学,2010-09-01
西岡 真吾,国立情報学研究所,2010-09-01
川中 真耶,東京大学,2010-09-01
脇田 建,東京工業大学大学院,2010-09-01
中橋 雅弘,明治大学,2010-09-01
宮下 芳明,明治大学,2010-09-01
森下 敦司,NTTデータ,2010-09-01
副田 俊介,産業技術総合研究所,2010-09-01
山下 倫央,産業技術総合研究所,2010-09-01
大西 正輝,産業技術総合研究所,2010-09-01
野田 五十樹,産業技術総合研究所,2010-09-01
安部 達也,理化学研究所計算科学研究機構,2011-09-02
佐藤 三久,理化学研究所計算科学研究機構/筑波大学計算科学研究センター,2011-09-02
中山 心太,NTT 情報流通プラットフォーム研究所,2011-09-02
井出 真広,横浜国立大学大学院,2011-09-02
若松 悠樹,横浜国立大学,2011-09-02
志田 駿介,横浜国立大学,2011-09-02
倉光 君郎,横浜国立大学大学院／日本科学技術振興機構CREST,2011-09-02
田村 知博,電気通信大学 大学院電気通信学研究科 情報工学専攻,2011-09-02
中野 圭介,電気通信大学 先端領域教育研究センター,2011-09-02
鵜川 始陽,電気通信大学 大学院情報理工学研究科,2011-09-02
岩崎 英哉,電気通信大学 大学院情報理工学研究科,2011-09-02
永井 秀利,九州工業大学,2011-09-02
伊集院 八郎,近畿大学産業理工学部,2011-09-02
江木 聡志,東京大学,2011-09-02
後藤 勇太,熊本大学大学院自然科学研究科,2011-09-02
木山 真人,熊本大学大学院自然科学研究科,2011-09-02
芦原 評,熊本大学大学院自然科学研究科,2011-09-02
古川 友樹,岡山大学大学院自然科学研究科,2011-09-02
山内 利宏,岡山大学大学院自然科学研究科,2011-09-02
谷口 秀夫,岡山大学大学院自然科学研究科,2011-09-02
養安 元気,横浜国立大学大学院,2011-09-02
中田 晋平,横浜国立大学大学院,2011-09-02
菅谷 みどり,横浜国立大学大学院／日本科学技術振興機構 CREST,2011-09-02
倉光 君郎,横浜国立大学大学院／日本科学技術振興機構 CREST,2011-09-02
竹内 郁雄,早稲田大学理工学術院基幹理工学研究科情報理工学専攻／東京大学名誉教授,2011-09-02
若森 拓馬,横浜国立大学大学院工学府,2011-09-02
井出 真広,横浜国立大学大学院工学府,2011-09-02
中田 晋平,横浜国立大学大学院工学府,2011-09-02
倉光 君郎,横浜国立大学大学院工学府／日本科学技術振興機構 CREST,2011-09-02
小出 洋,独立行政法人情報処理推進機構／九州工業大学大学院情報工学研究院,2011-09-02
金岡 晃,筑波大学大学院システム情報工学研究科,2011-09-02
加藤 雅彦,株式会社インターネットイニシアティブ,2011-09-02
森下 敦司,株式会社 NTTデータ,2011-09-02
山之上 卓,鹿児島大学学術情報基盤センター,2011-09-02
小田 謙太郎,鹿児島大学学術情報基盤センター,2011-09-02
下園 幸一,鹿児島大学学術情報基盤センター,2011-09-02
近藤 秀樹,九州工業大学大学院情報工学研究院,2011-09-02
竹内 郁雄,早稲田大学理工学術院情報理工学専攻,2012-08-25
田中 英行,株式会社Preferred Infrastracture,2012-08-25
山本 和彦,株式会社IIJイノベーションインスティテュート,2012-08-25
久野 靖,筑波大学ビジネスサイエンス系,2012-08-25
遠藤 侑介,,2012-08-25
光成 滋生,サイボウズ・ラボ株式会社,2012-08-25
原田 康徳,NTT,2012-08-25
稲葉 一浩,,2012-08-25
和田 英一,株式会社 IIJイノベーションインスティテュート,2012-08-25
石井 一夫,東京農工大学農学系ゲノム科学人材育成プログラム,2013-08-25
中谷 秀洋,サイボウズ・ラボ株式会社,2013-08-25
茂森 弘靖,JFEスチール,2013-08-25
大槻 明,東京工業大学,2013-08-25
川村 雅義,MK future software,2013-08-25
秋岡 明香,明治大学総合数理学部,2013-08-25
荒堀 喜貴,東京工業大学,2013-08-25
大江 和一,株式会社富士通研究所ICTシステム研究所,2013-08-25
本郷 寛,株式会社ユーザーローカル,2013-08-25
今井 陽太,株式会社Donuts,2013-08-25
南出 靖彦,筑波大学,2014-08-24
岡部 究,METASEPI DESIGN,2014-08-24
木山 真人,熊本大学,2014-08-24
三廻部 大,グーグル,2014-08-24
木谷 篤,筑波大学,2014-08-24
中谷 多哉子,筑波大学,2014-08-24
海老澤 雄太,電気通信大学,2014-08-24
丸山 一貴,明星大学,2014-08-24
寺田 実,電気通信大学,2014-08-24
前田 敦司,筑波大学,2014-08-24
吉崎 航,ヒューマノイドロボット演技指導ソフトウェアV-Sido 開発者,2014-08-24
中山 心太,DoBoken,2014-08-24
齋藤 暢郎,九州工業大学,2014-08-24
井桁 正人,楽天株式会社,2014-08-24
加藤 淳,産業技術総合研究所,2014-08-24
寺田 実,電気通信大学,2014-08-24
金田 泰,Dasyn.com,2014-08-24
橋本 翔,慶應義塾大学,2014-08-24
馬場 匠見,慶應義塾大学,2014-08-24
増井 俊之,慶應義塾大学,2014-08-24
松崎 智史,東京理科大学,2014-08-24
滝本 宗宏,東京理科大学,2014-08-24
