馬場 始三,奈良先端科学技術大学院大学,1996-09-01
米津 光浩,慶應義塾大学,1996-09-01
松田 晃一,Sony Computer Science Lab.,1996-09-01
中村 嘉志,電気通信大学,1997-09-03
田辺 則彦,慶應義塾湘南藤沢中高等部,1997-09-03
西田 知博,大阪大学,1997-09-03
越智 洋司,徳島大学,1997-09-03
渡辺 俊雄,株式会社 アスキー,1997-09-03
越智 洋司,徳島大学大学院工学研究科,1997-09-03
矢農 正紀,早稲田大学大学院理工学専攻科,1997-09-03
池田 茂,株式会社 応用技術総合研究所,1997-09-03
斎藤 正武,青山学院大学理工学研究科,1997-09-03
田辺 則彦,慶応義塾湘南藤沢中・高等部,1997-09-03
戴 震原,電気通信大学電気通信研究科,1997-09-03
西田 知博,大阪大学 情報処理教育センター,1997-09-03
須田 宇宙,千葉工業大学工学部,1997-09-03
河村 俊一,千葉工業大学工学部,1997-09-03
山内 斉,電気通信大学情報システム学研究科,1997-09-03
岩井 輝男,慶應義塾大学大学院理工学研究科,1997-09-03
宇治 玲子,慶應義塾大学SFC研究所,1997-09-03
室野園 薫子,情報処理学会音楽情報科学研究会,1997-09-03
坂本 巨樹,早稲田大学二村研究室,1997-09-03
小出 洋,日本原子力研究所,1997-09-03
楯岡 孝道,電気通信大学,1997-09-03
中村 嘉志,電気通信大学,1997-09-03
筧 一彦,早稲田大学,1997-09-03
川本 史生,早稲田大学,1997-09-03
吉池 久夫,慶應義塾大学,1997-09-03
山口 文彦,慶應義塾大学,1997-09-03
田中 詠子,慶應義塾大学,1997-09-03
楯岡 孝道,電気通信大学,1998-09-03
小出 洋,日本原子力研究所,1998-09-03
山口 文彦,慶應義塾大学,1998-09-03
川本 史生,早稲田大学,1998-09-03
筧 一彦,早稲田大学,1998-09-03
倉本 到,大阪大学,1998-09-03
川本 史生,早稲田大学,1998-09-03
小出 洋,日本原子力研究所,1998-09-03
坂本 巨樹,早稲田大学,1998-09-03
鈴木 克明,東京女子大学,1998-09-03
鈴木 健一,宮城工業高等専門学校,1998-09-03
鈴木 晋吾,中京大学,1998-09-03
鈴木 麗,奈良先端科学技術大学院大学,1998-09-03
高岡 詠子,千歳科学技術大学,1998-09-03
楯岡 孝道,電気通信大学,1998-09-03
中村 嘉志,電気通信大学,1998-09-03
平岡 慶子,東京女子大学,1998-09-03
毛利 公一,立命館大学大学,1998-09-03
山内 斉,電気通信大学,1998-09-03
山口 実靖,東京大学,1998-09-03
山口 文彦,慶應義塾大学,1998-09-03
山本 真也,慶應義塾大学,1998-09-03
矢農 正紀,早稲田大学,1998-09-03
吉池 久夫,慶應義塾大学,1998-09-03
中村 嘉志,電気通信大学,1999-08-28
楯岡 孝道,電気通信大学,1999-08-28
小林 広樹,第一東京弁護士会,1999-08-28
辰己 丈夫,神戸大学,1999-08-28
網代 育大,早稲田大学,1999-08-28
伊藤 一成,慶應義塾大学,1999-08-28
伊戸川 暁,東京大学,1999-08-28
筧 一彦,早稲田大学,1999-08-28
小出 洋,日本原子力研究所,1999-08-28
小林 広樹,第一東京弁護士会,1999-08-28
佐藤 健吾,慶應義塾大学,1999-08-28
白田 秀彰,法政大学,1999-08-28
鈴木 健一,宮城高専,1999-08-28
辰己 丈夫,神戸大学,1999-08-28
楯岡 孝道,電気通信大学,1999-08-28
中村 嘉志,電気通信大学,1999-08-28
馬場 圭太,早稲田大学,1999-08-28
松谷 将寛,早稲田大学,1999-08-28
山内 斉,電気通信大学,1999-08-28
山口 文彦,慶應義塾大学,1999-08-28
山根 信二,東北大学,1999-08-28
山本 真也,慶應義塾大学,1999-08-28
吉本 一実,早稲田大学,1999-08-28
渡辺 俊雄,（株）アスキー,1999-08-28
市川 祐輔,早稲田大学,2000-09-10
伊藤 一成,慶應義塾大学,2000-09-10
尾崎 祥子,慶應義塾大学,2000-09-10
筧 一彦,早稲田大学,2000-09-10
川田 洋平,早稲田大学,2000-09-10
小熊 寿,電気通信大学,2000-09-10
小久保 温,青森大学,2000-09-10
辰己 丈夫,神戸大学,2000-09-10
長 慎也,早稲田大学,2000-09-10
中村 嘉志,電気通信大学,2000-09-10
山口 文彦,慶應義塾大学,2000-09-10
渡邉 敬之,早稲田大学,2000-09-10
大日向 大地,長野工業高等専門学校,2001-09-13
蟻川 浩,奈良先端科学技術大学院大学,2001-09-13
三井 健太郎,新光電気工業株式会社,2001-09-13
筧 一彦,早稲田大学,2001-09-13
鈴木 秀直,早稲田大学,2001-09-13
鬼柳 裕暢,千歳科学技術大学,2001-09-13
小野 優介,千歳科学技術大学,2001-09-13
田中 俊光,千歳科学技術大学,2001-09-13
秋田 憲洋,千歳科学技術大学,2001-09-13
越智 洋司,徳島大学,2001-09-13
萩谷 昌巳,東京大学,2001-09-13
渡部 岳郎,新潟大学,2001-09-13
渡辺 俊雄,株式会社日本レジストリサービス,2001-09-13
橋本 拓哉,早稲田大学,2001-09-13
市川 祐輔,早稲田大学,2001-09-13
伊藤 一成,慶應義塾大学,2001-09-13
山口 文彦,東京理科大学,2001-09-13
長 慎也,早稲田大学,2001-09-13
萩谷 昌己,東京大学,2001-09-13
秋田 憲洋,千葉科学技術大学,2001-09-13
蟻川 浩,奈良先端科学技術大学院大学,2001-09-13
市川 祐輔,早稲田大学,2001-09-13
伊藤 一成,慶應義塾大学,2001-09-13
小野 優介,千歳科学技術大学,2001-09-13
越智 洋司,徳島大学,2001-09-13
大日向 大地,長野工業高等専門学校,2001-09-13
筧 一彦,早稲田大学,2001-09-13
鬼柳 裕暢,千歳科学技術大学,2001-09-13
鈴木 秀直,早稲田大学,2001-09-13
田中 俊光,千歳科学技術大学,2001-09-13
長 慎也,早稲田大学,2001-09-13
橋本 拓哉,早稲田大学,2001-09-13
三井 健太郎,新光電気工業株式会社,2001-09-13
山口 文彦,東京理科大学,2001-09-13
渡部 岳郎,新潟大学,2001-09-13
渡辺 俊雄,株式会社日本レジストリサービス,2001-09-13
長 慎也,早稲田大学,2002-08-31
伊藤 一成,慶応大学,2002-08-31
繁富 利恵,津田塾大学,2002-08-31
渡部 岳郎,新潟大学,2002-08-31
川原 憲治,九州工業大学情報工学部電子情報工学科,2002-08-31
飯田 勝吉,奈良先端大,2002-08-31
蟻川 浩,奈良先端大,2002-08-31
立川 純,九州工業大学,2002-08-31
伊藤 光祐,九州工業大学大学院工学科研究科,2002-08-31
小出洋,九州工業大学大学院工学研究科,2002-08-31
谷口 慶介,九州工業大学大学院,2002-08-31
蟻川 浩,奈良先端科学技術大学院大学,2002-08-31
飯田 勝吉,奈良先端科学技術大学院大学,2002-08-31
市川 本浩,奈良先端科学技術大学院大学,2002-08-31
市川 祐輔,早稲田大学大学院理工学研究科,2002-08-31
伊藤 一成,慶応義塾大学大学院理工学研究科,2002-08-31
乙咩 瑞紀,九州工業大学,2002-08-31
大日向 大地,新潟大学工学部,2002-08-31
筧 一彦,東京大学大学院情報理工学系研究科,2002-08-31
串橋 秀和,九州工業大学電気工学科,2002-08-31
副田 俊介,東京大学大学院総合文化研究科,2002-08-31
立川 純,九州工業大学大学院情報工学研究科,2002-08-31
長 慎也,早稲田大学大学院理工学研究科,2002-08-31
繁富 利恵,津田塾大学大学院理学研究科,2002-08-31
古川 尚,九州工業大学大学院工学研究科,2002-08-31
松井 洋,慶応義塾大学大学院,2002-08-31
松崎 公紀,東京大学大学院情報理工学系研究,2002-08-31
渡部 岳郎,新潟大学大学院自然科学研究科,2002-08-31
市川 祐輔,早稲田大学大学院理工学研究科,2003-08-29
甘利 淳一,神戸大学大学院総合人間科学研究科,2003-08-29
辰己 丈夫,神戸大学発達科学部講師,2003-08-29
長 慎也,早稲田大学大学院理工学研究科,2003-08-29
副田 俊介,東京大学大学院総合文化研究科,2003-08-29
河邊 昌彦,早稲田大学大学院理工学研究科,2003-08-29
三神 京子,津田塾大学学芸学部情報数理科学科,2003-08-29
中村 明日香,津田塾大学学芸学部情報数理科学科,2003-08-29
市川 祐輔,早稲田大学大学院理工学研究科,2003-08-29
渡部 岳郎,新潟大学大学院自然科学研究科,2003-08-29
大日向 大地,新潟大学工学部情報工学科,2003-08-29
平 孝則,九州工業大学大学院情報工学研究科,2003-08-29
吉永 一美,九州工業大学情報工学部知能情報工学科,2003-08-29
松田 耕史,宮城工業高等専門学校,2003-08-29
大山 益弘,株式会社ATLシステムズ,2003-08-29
市川 本浩,奈良先端科学技術大学院大学,2003-08-29
中平 勝子,早稲田大学教育学部,2003-08-29
上坂 明未,津田塾大学大学院,2003-08-29
三神 京子,津田塾大学学芸学部情報数理科学科,2003-08-29
長 慎也,早稲田大学大学院理工学研究科,2003-08-29
甘利 淳一,神戸大学大学院総合人間科学研究科,2003-08-29
増田 慎吾,奈良先端科学技術大学院大学,2003-08-29
宮本 剛,奈良先端科学技術大学院大学,2003-08-29
繁富 利恵,東京大学生産技術研究所,2003-08-29
中村 明日香,津田塾大学学芸学部情報数理科学科,2003-08-29
高橋 慧,東京大学工学部電気系Ｂコース,2003-08-29
副田 俊介,東京大学大学院総合文化研究科,2003-08-29
鷲田 基,東京大学工学部電気系Bコース,2003-08-29
河邊 昌彦,早稲田大学大学院理工学研究科,2003-08-29
河内 崇,東京大学総合文化研究科,2003-08-29
伊藤 一成,慶應義塾大学大学院理工学研究科,2003-08-29
辰己 丈夫,神戸大学発達科学部人間環境科学科,2003-08-29
長 慎也,早稲田大学,2004-09-04
吉本 晴洋,東京大学,2004-09-04
岡野原 大輔,東京大学,2004-09-04
大日向 大地,電気通信大学,2004-09-04
増原 英彦,東京大学,2004-09-04
蟻川 浩,奈良先端科学技術大学院大学,2004-09-04
長 慎也,早稲田大学,2005-09-10
上坂 明未,フェリス女学院大学,2005-09-10
池崎 正和,名古屋大学,2005-09-10
石井 洋司,名古屋大学,2005-09-10
松井 充,三菱電機株式会社,2005-09-10
松田 耕史,豊橋技術科学大学,2005-09-10
川田 宗太郎,電気通信大学,2005-09-10
荒川 淳平,電気通信大学,2005-09-10
池内 康樹,豊橋技術科学大学情報工学専攻並列処理研究室,2005-09-10
池崎 正和,名古屋大学大学院情報科学研究科社会システム情報学専攻,2005-09-10
石井 洋司,名古屋大学大学院情報科学研究科社会システム情報学専攻,2005-09-10
伊藤 一成,青山学院大学理工学部情報テクノロジー学科,2005-09-10
卜部 昌平,電気通信大学大学院情報通信工学専攻,2005-09-10
大日向 大地,電気通信大学大学院情報システム学研究科,2005-09-10
川田 宗太郎,電気通信大学曽和研究室,2005-09-10
久野 和樹,豊橋技術科学大学大学院,2005-09-10
上坂 明未,フェリス女学院大学情報センター,2005-09-10
後藤 祐一,埼玉大学工学部情報システム工学科,2005-09-10
笹田 耕一,東京農工大学大学院工学教育部,2005-09-10
繁富 利恵,東京大学情報理工学系研究科電子情報学専攻,2005-09-10
鈴木 宏哉,慶應義塾大学大学院理工学研究科,2005-09-10
鈴木 雅貴,東京大学生産技術研究所,2005-09-10
清木 昌,,2005-09-10
副田 俊介,東京大学大学院総合文化研究科,2005-09-10
長 慎也,早稲田大学理工学系英語教育センター,2005-09-10
徳永 拓之,東京大学情報理工学研究科,2005-09-10
西尾 泰和,奈良先端科学技術大学院大学,2005-09-10
野島 良,東京大学生産技術研究所,2005-09-10
疋田 敏朗,トヨタ IT 開発センター,2005-09-10
本田 裕昭,豊橋技術科学大学知識情報工学課程,2005-09-10
松浦 知史,奈良先端科学技術大学院大学情報科学研究科,2005-09-10
松田 耕史,豊橋技術科学大学,2005-09-10
松野 徳大,株式会社モバイルファクトリー,2005-09-10
三神 京子,津田塾大学大学院,2005-09-10
水島 宏太,筑波大学情報学類,2005-09-10
三輪 誠,東京大学大学院新領域創成学研究科,2005-09-10
長 慎也,一橋大学,2006-09-16
西尾 泰和,東京大学,2006-09-16
池内 康樹,豊橋技術科学大学,2006-09-16
堀江 啓一,東京大学,2006-09-16
前田 敦司,筑波大学大学院システム情報工学研究科 コンピュータサイエンス専攻,2006-09-16
村崎 大輔,東京大学,2006-09-16
竹迫 良範,サイボウズ・ラボ株式会社,2006-09-16
鴨志田 良和,東京大学大学院情報理工学系研究科,2006-09-16
鴨志田 良和,サイボウズラボ株式会社,2006-09-16
笹田 耕一,東京大学大学院 情報理工学系研究科,2006-09-16
三好 健文,東京工業大学総合理工学研究科物理情報システム専攻,2006-09-16
三神 京子,,2006-09-16
三輪 誠,東京大学大学院 新領域創成科学研究科,2006-09-16
小町 守,奈良先端科学技術大学院大学 情報科学研究科,2006-09-16
松浦 知史,奈良先端科学技術大学院大学,2006-09-16
松田 耕史,東京工業大学大学院 総合理工学研究科,2006-09-16
上坂 明未,フェリス女学院大学情報センター,2006-09-16
上野 雄大,東北大学電気通信研究所,2006-09-16
水島 宏太,筑波大学 システム情報工学研究科 コンピュータサイエンス専攻,2006-09-16
西尾 泰和,東京大学大学院,2006-09-16
村崎 大輔,東京大学大学院 情報理工学系研究科 創造情報学専攻 竹内郁雄研究室,2006-09-16
大日向 大地,,2006-09-16
池内 康樹,豊橋技術科学大学 並列処理研究室,2006-09-16
竹内 聖悟,東京大学大学院総合文化研究科,2006-09-16
竹迫 良範,サイボウズ・ラボ株式会社,2006-09-16
長 慎也,一橋大学,2006-09-16
東 達軌,東京理科大学大学院 理工学研究科 情報科学専攻 山崎研究室,2006-09-16
徳永 拓之,東京大学情報理工学系研究科,2006-09-16
繁富 利恵,産業技術総合研究所 情報セキュリティ研究センター,2006-09-16
疋田 敏朗,トヨタ IT 開発センター USA,2006-09-16
堀江 啓一,東京大学大学院 数理科学研究科 数理科学専攻,2006-09-16
本橋 正成,,2006-09-16
鈴木 宏哉,慶應義塾大学大学院 理工学研究科,2006-09-16
鷲田 基,東京大学情報理工学系研究科コンピュータ科学専攻五十嵐研究室,2006-09-16
松浦 知史,奈良先端科学技術大学院大学,2007-09-15
池内 康樹,（株）ACCESS,2007-09-15
三輪 誠,東京大学,2007-09-15
大日向 大地,,2007-09-15
首藤 一幸,ウタゴエ株式会社,2007-09-15
三好 健文,東京工業大学,2007-09-15
深山 鷹一,,2007-09-15
松村 陽一,NEC 航空宇宙システム,2008-09-20
笹尾 卓宏,（有） ピーストレイン,2008-09-20
三好 健文,東京大学大学院,2008-09-20
高橋 一志,東京大学大学院,2008-09-20
竹迫 良範,サイボウズ・ラボ株式会社,2008-09-20
水島 宏太,筑波大学大学院,2008-09-20
浅田 拓也,株式会社ライブドア,2009-09-19
水島 宏太,筑波大学大学院,2009-09-19
東 達軌,東京理科大学大学院,2009-09-19
満永 拓邦,京都大学大学院,2009-09-19
上原 哲太郎,京都大学学術情報メディアセンター,2009-09-19
大澤 昇平,筑波大学,2009-09-19
佐藤 敏紀,,2009-09-19
竹迫 良範,サイボウズ・ラボ株式会社,2010-09-11
則 のぞみ,東京大学,2010-09-11
山口 清弘,東京大学,2010-09-11
岩瀬 高博,株式会社 神戸デジタル・ラボ,2010-09-11
八木 達哉,電気通信大学,2010-09-11
高木 浩光,産業技術総合研究所 情報セキュリティ研究センター ソフトウェアセキュリティ研究チーム 主任研究員,2010-09-11
池内 康樹,（株）ACCESS,2010-09-11
竹迫 良範,サイボウズ・ラボ株式会社,2010-09-11
水島 宏太,筑波大学大学院,2010-09-11
岡野原 大輔,株式会社プリファードインフラストラクチャー,2011-09-17
佐藤 敏記,,2011-09-17
竹内 孝,NTTコミュニケーション科学基礎研究所,2011-09-17
石黒 祥生,東京大学大学院学際情報学府,2011-09-17
橋本 匡史,大阪大学大学院情報科学研究科,2011-09-17
竹迫 良範,サイボウズ・ラボ株式会社,2011-09-17
玉城 絵美,東京大学大学院,2011-09-17
曾川 景介,fluxflex inc.,2011-09-17
大日向 大地,富士通株式会社,2011-09-17
満永 拓邦,京都大学情報学研究科/JPCERTコーディネーションセンター,2011-09-17
勝屋 久,勝屋久事務所 代表,2012-09-15
矢倉 大夢,灘校パソコン研究部,2012-09-15
並河 雄紀,北陸先端科学技術大学院大学,2012-09-15
荒川 ひかり,松江工業高等専門学校情報工学科,2012-09-15
索手 一平,松江工業高等専門学校情報工学科,2012-09-15
難波 隼也,松江工業高等専門学校情報工学科,2012-09-15
坂口 和彦,筑波大学情報学群,2012-09-15
西脇 友一,東京大学,2012-09-15
西尾 泰和,サイボウズ・ラボ,2012-09-15
秋葉 拓哉,東京大学大学院 情報理工学系研究科,2012-09-15
田中 邦裕,さくらインターネット株式会社 代表取締役 社長,2012-09-15
長尾 洋也,東京工業大学大学院情報理工学研究科,2012-09-15
細田 拓郎,株式会社Donuts,2012-09-15
松本 悦宜,株式会社神戸デジタル・ラボ,2012-09-15
剣持 秀紀,ヤマハ株式会社,2013-09-14
小林 裕士,インターリンク株式会社,2013-09-14
伏見 遼平,東京大学工学部電子情報工学科,2013-09-14
那須 孝志,東京理科大学理工学部数学科,2013-09-14
澄川 靖信,東京理科大学理工学研究科情報科学専攻,2013-09-14
長尾 洋也,東京工業大学大学院情報理工学研究科数理・計算科学専攻,2013-09-14
辻 順平,北海道大学大学院情報科学研究科,2013-09-14
坂本 龍一,東京農工大学電子情報工学専攻,2013-09-14
今城 健太郎,グーグル株式会社,2013-09-14
井上 恭輔,株式会社ミクシィ,2013-09-14
泉 将之,明石工業高等専門学校,2014-09-13
今城 健太郎,Google Inc.,2014-09-13
坪 和樹,,2014-09-13
Kris Popendorf,Google Inc.,2014-09-13
川上 雄也,インターネットマルチフィード株式会社,2014-09-13
小林 裕士,インターリンク株式会社,2014-09-13
池部 実,大分大学,2014-09-13
井出 真広,横浜国立大学,2014-09-13
秋田 大,北海道大学,2014-09-13
黒崎 優太,明治大学,2014-09-13
吉本 暁文,奈良先端科学技術大学院大学,2014-09-13
井上 大介,独立行政法人情報通信研究機構,2014-09-13
葛西 紘貴,北海道大学,2014-09-13
廣戸 裕大,会津大学,2014-09-13
末田 卓巳,津山工業高等専門学校,2014-09-13
